sent1,sent2,label
"literal. Indicating the existence of another car in the garage, not a metaphorical statement.","literal. Describing physical location or existence, not an abstract concept or metaphor",0
literal. Literal description of a physical object in a specific location.,"literal. Literal reference to a vehicle, not symbolic or figurative language",0
"literal. Literal spatial location, indicating the presence of another car inside the garage.","literal. Literal location, physical space, specific object, not abstract or metaphorical",0
"literal. Expressing uncertainty, indicating a belief or opinion, stating a possibility or assumption.","literal. Literal expression of uncertainty or speculation, not implying deep thought or consideration",0
literal. Indicates uncertainty or possibility.,"literal. The word ""might"" is used to express possibility or uncertainty in this context",0
literal. Used to express possibility or uncertainty about the situation or object being discussed.,"literal. The sentence is discussing a potential future event, not using ""be"" metaphorically",0
"literal. Literal description of the car being new, not implying any metaphorical meaning.","literal. Literal reference to a recently acquired or replaced object, not implying novelty or innovation",0
"literal. Literal context, no comparison or symbolic meaning, straightforward statement about a physical object.","literal. Literal reference to a physical object, not symbolic or figurative",0
literal. To express uncertainty or belief without absolute certainty.,"literal. Indicates uncertainty or speculation, no metaphorical meaning implied in this context",0
"literal. Because it is a contraction of ""have not"" indicating the negative present perfect tense.",literal. Literal negation of having started an action or process,0
"literal. Refers to a specific point in time, not a comparison or exaggeration.","literal. Literal meaning, indicating a lack of progress or action, not comparing to something else",0
"literal. Literal meaning, indicating the beginning of an action or process, not a metaphorical or figurative usage.","literal. Literal meaning, referring to the beginning of an action or process",0
"literal. ""Got"" is used as a modal verb indicating necessity or obligation in this sentence.","literal. ""Got"" is a colloquial verb indicating necessity or obligation in this context",0
"literal. ""be"" is used as a linking verb to indicate necessity or obligation in this sentence.","literal. ""be"" indicates a state of existence or necessity, not a metaphorical comparison",0
"literal. Urgency and speed are literal meanings, not metaphorical.",metaphor. Time is not a physical object that can be quickly arrived at,0
"literal. No metaphorical language or hidden meanings present, literal question being asked.","literal. The word ""did"" is used to form a question in the past tense",0
"literal. - The word ""actually"" is used to confirm or emphasize the action of going to sleep.",literal. To inquire about the truth or accuracy of a statement,0
"metaphor. ""Go"" suggests departing or moving, implying entering a state of sleep rather than physically leaving.",literal. Literal action of physically leaving or traveling to a specific location,1
"literal. Literal question about physical state of rest, not asking about metaphorical sleep.","literal. Literal meaning, referring to physical act of falling asleep, not metaphorical state of mind or emotion",0
"literal. Child is addressing their mother. Context of conversation suggests literal use of ""mummy.""","literal. The term ""mummy"" refers to a mother figure in a literal, non-metaphorical sense",0
"literal. Wa is a slang term for ""was"" in this sentence, indicating past tense.","literal. Describes a state of being, not a physical location or action",0
literal. Intensifier for emphasis on being exhausted or out of it.,"literal. No exaggeration or emphasis intended, straightforward statement of fact, no room for interpretation",0
"literal. Exhausted, tired, or physically drained.",metaphor. Emphasize strong emotions or reactions,0
"literal. Request for possibility or ability, not metaphorical or symbolic in nature.","literal. Expresses possibility or ability, not metaphorical",0
literal. Literal action of physically taking something to a location.,literal. Literal action of physically moving from one location to another,0
literal. expressing ability or possibility without implying uncertainty or doubt.,literal. Expressing ability or possibility if necessary,0
"literal. Literal interpretation of the word ""needed"" in the context of a specific situation or circumstance.","literal. Literal meaning of needing something, no figurative or symbolic connotations implied",0
"literal. It is used as a contraction of ""would not"" to express a negative hypothetical situation.","literal. Wouldn't is used as a contraction of ""would not"" indicating a negative outcome",0
"literal. ""be"" is used as a linking verb to express existence or identity in this sentence.",literal. Describing a hypothetical situation or outcome,0
"literal. ""Too"" is used to mean excessively or very in this context, not metaphorically.","literal. ""too"" is used to indicate a degree or extent, not a metaphorical comparison",0
"literal. It refers to the situation of going down by the Jolly Farmer, not something negative.","literal. The word ""bad"" is used to describe a negative or undesirable situation in this context",0
"literal. Refers to physically moving or traveling to a specific location, not a metaphorical action.",literal. Literal action of physically leaving or going down a particular route,0
"literal. Literal statement of hypothetical action, not implying possession or obligation.","literal. Describing a necessary action or condition, not possession or obligation",0
"literal. Literal description of physical movement, no figurative meaning implied.","literal. Gemma physically walks to school, not metaphorically moving through it",0
"literal. Literal description of walking style, no hidden meaning or comparison.","literal. Gemma physically walks to school, not metaphorically moving through it",0
literal. Literal description of walking to school without figurative meaning or comparison.,"literal. Literal location, routine activity, no implied comparison or symbolism",0
literal. It is used as a tag question to seek confirmation or agreement from the listener.,literal. It is used as a tag question to seek confirmation or agreement from the listener,0
literal. Asking for a specific location.,"literal. Literal question about physical location, not abstract or hypothetical",0
"literal. Asking for literal information, not implying resemblance or comparison.","literal. ""doe"" is used as a question word to inquire about the current state of Gemma's residence",0
"literal. It refers to Gemma's actual place of residence, not a metaphorical or symbolic location.",literal. Literal question about someone's residence. No indication of metaphorical meaning in context,0
"literal. ""Gemma"" is a proper noun indicating a specific individual, not a metaphorical concept.","literal. Proper noun referring to a specific person, not a metaphorical concept or idea",0
"literal. ""lives"" indicates existence or residence, not a metaphorical concept like ""life"" as in living fully.","literal. Literal statement of existence or presence, no figurative or symbolic meaning implied",0
"literal. Refers to physical existence, not abstract concept. Clarifies location, not philosophical inquiry.","literal. Literal location, specific residence, no abstract meaning or comparison intended",0
"literal. It is used to indicate location or proximity, not moral correctness or direction.",literal. Describing location or position without metaphorical meaning,0
"literal. Used as a tag question to seek confirmation or agreement, grammatically correct in the sentence.",literal. To seek confirmation or agreement from the listener,0
"literal. Literal curiosity about someone's dining habits, not expressing awe or amazement.","literal. Literal question about someone's tea habits, no metaphorical meaning intended",0
"literal. Literal action, indicating a regular habit or routine without implying a metaphorical meaning.","literal. Literal action of physically attending a place, not a metaphorical expression or figure of speech",0
"literal. Literal question about a routine, no implied deeper meaning or comparison.","literal. Literal reference to time of day, not symbolic or figurative",0
"literal. ""her"" refers to a specific person, not an abstract concept or idea.","literal. ""her"" refers to a specific person, not an abstract concept or idea",0
"literal. Tea refers to the evening meal in British English, similar to dinner or supper.","literal. Literal meaning, no comparison or symbolic representation implied, straightforward question about tea",0
"literal. ""Could"" is used to express ability or possibility in this context, not metaphorical potential.","literal. Questioning ability or possibility, not expressing metaphorical potential or hypothetical situations",0
"literal. Literal action of moving on foot, not symbolic or figurative.","literal. Literal description of physical movement, not symbolic or figurative language",0
"literal. Referring to a specific person or character, not an abstract concept or object.","literal. Possessive pronoun indicating ownership or association, not metaphorical or abstract",0
"literal. Literal location, clear context, no symbolic or abstract meaning implied in sentence.","literal. Literal location, not symbolic or abstract. Clarifies physical destination. No figurative meaning implied",0
"literal. The use of ""couldn't"" in this sentence is a tag question seeking confirmation.",literal. Literal inability to walk due to physical limitations or obstacles,0
literal. Describing a physical route or path.,"literal. ""ha"" is used as an interjection or sound of amusement, not as a metaphor",0
"literal. The speaker is describing a physical action that needs to be taken, not a metaphorical concept.",literal. The sentence is describing a literal action or task that needs to be completed,0
"literal. Describing a physical action or process, straightforward instruction, no implied comparisons or exaggerations.",literal. Describing a specific action or task that needs to be completed,0
literal. Literal directions are being given for someone to navigate a physical route.,literal. Literal action of physically moving from one place to another,0
"literal. Describing physical movement, no abstract or symbolic meaning implied.",literal. Literal action of physically moving from one place to another,0
"literal. Describing a specific route or path, not using metaphorical or symbolic language.","literal. Literal description of movement, no implied figurative meaning or comparison",0
"literal. Referring to a specific person or object, not a metaphorical concept or idea.","literal. ""her"" refers to a specific person, not an abstract concept or object",0
literal. It refers to a specific area or section in a neighborhood or community.,"literal. Literal description of a small amount or degree, not a metaphorical comparison",0
literal. Describing a specific path or route.,"literal. Literal description of movement, no implied figurative meaning or comparison",0
"literal. ""just"" is used as an adverb to indicate a simple and direct action or location.",literal. Describing a simple action or process without exaggeration or emphasis,0
"literal. Describing a literal, physical road with no metaphorical or symbolic meaning.","literal. Describing a typical or expected action, not implying anything unusual or abnormal",0
"literal. Literal directions are given, no symbolism or figurative meaning is implied.","literal. Literal description of physical space, no implied deeper meaning or symbolism",0
"literal. The speaker is giving direct instructions for navigating physical directions, not using metaphor.","literal. Literal description of physical space, no implied deeper meaning or symbolism",0
metaphor. It conveys a sense of direction or movement without specifying exact coordinates or distance.,"metaphor. The word ""down"" is used metaphorically to indicate a direction or path in this context",1
metaphor. It implies a short distance or small amount of effort.,"literal. Describing the physical size or extent of the road, not using ""little"" metaphorically",1
metaphor. To refer to a specific area or territory.,"literal. Literal description of a small amount or degree, not a metaphorical comparison",1
literal. Physical location is being described.,"literal. Literal location is being described, not a metaphorical or abstract concept",0
"literal. Literal proximity, not metaphorical distance. Clarifying location, not minimizing significance or importance.",literal. Used to emphasize the proximity and convenience of the corner from the mother's residence,0
"literal. Literal location or direction, not figurative or symbolic.","literal. Literal reference to a physical location, not figurative or symbolic",0
literal. It is used as a tag question to seek confirmation or agreement from the listener.,"literal. Questioning location, seeking confirmation, indicating uncertainty",0
"literal. Direct address to mother, no comparison or symbolism, indicates familial relationship and familiarity.","literal. Direct address, informal tone, mother figure mentioned directly, no metaphorical implications",0
literal. Literal action of discovering something physically in a specific location.,"literal. Literal action of discovering or locating something, no implied deeper meaning or symbolism",0
"literal. Physical location indicated, not abstract or figurative.","literal. Physical location is being referred to, not a metaphorical or abstract concept",0
literal. Literal inability to physically perceive or comprehend something.,"literal. Literal inability to see something, no metaphorical or figurative meaning implied in the sentence",0
literal. Literal sense of vision is implied.,"metaphor. Imperceptible or unclear perception, not literal vision",0
"literal. ""Do"" indicates asking for opinion or prediction, not performing an action or task.","literal. ""Do"" is used as an auxiliary verb to form a question in this sentence",0
"literal. Literal inquiry about future possibility, not abstract contemplation.","literal. ""think"" is used literally to inquire about future outcome or possibility",0
"literal. Literal sense of receiving or obtaining something, not used metaphorically in this context.","literal. ""get"" is used to inquire about receiving a seat, not metaphorically or figuratively",0
"literal. Literal use of ""seat"" refers to physical place for sitting, not a metaphorical position or status.","literal. Literal meaning, referring to a physical piece of furniture for sitting in, not metaphorical",0
"literal. Literal observation, not implying understanding or insight.","metaphor. Not literal vision, but understanding or realization of the presence of MacDonalds",0
literal. Describes visual observation without implying deeper meaning or comparison.,"literal. Describing physical appearance or observation, no implied comparison or symbolic meaning",0
"literal. Describing a physical space with many people, no figurative or symbolic meaning implied.","literal. Literal description of a crowded public space, no metaphorical comparison intended",0
literal. It indicates inability or unwillingness to believe the statement is true or likely.,"literal. Literal inability to think due to fear, lack of concentration, or other distractions",0
literal. literal cognitive process of considering or forming thoughts about a specific situation or scenario,"literal. Literal meaning of considering or believing, not metaphorical or figurative",0
"literal. Literal use of ""person"" refers to an individual, not a symbolic or metaphorical representation.","literal. Literal reference to an individual, not a metaphorical or symbolic use of the term",0
"literal. Literal usage, referring to a vehicle. No symbolic or figurative meaning implied.","literal. Literal reference to a vehicle, no implied comparison or symbolic meaning",0
"literal. Gender-neutral language, showing respect for individuality and avoiding assumptions about a person's gender.","literal. Possessive pronoun indicating ownership or association, not metaphorical or symbolic",0
"literal. Literal use of ""own"" refers to being alone or by oneself, not possessing something.","literal. Literal possession or being by oneself, not metaphorical or symbolic",0
"literal. The sentence is discussing a hypothetical situation, not a metaphorical one.","literal. Literal meaning, expressing hypothetical situation or possibility",0
"literal. Literal desire for McDonald's, not symbolic or metaphorical.","literal. Literal desire for food, not metaphorical",0
"literal. Literal meaning of physically traveling to MacDonalds, no metaphorical or symbolic connotations.",literal. Literal action of physically moving from one place to another,0
"literal. It implies excessive frequency, not comparing someone's behavior to another's.",literal. Indicates an additional point or preference after the previous statement,0
"literal. Literal, expressing frequency or repetition of going to MacDonalds alone in a car.","literal. Car ownership is common and convenient for most people, allowing for frequent travel",0
literal. Literal meaning and sense of universality in referring to all people present.,"literal. It refers to all individuals, not a specific group, implying a general sense of collective responsibility",0
literal. Expresses a requirement or necessity. No figurative meaning.,"literal. Implies necessity or obligation, suggesting a universal truth or requirement",0
"literal. Describes possession or experience, not abstract concept.","literal. Literal possession or experience, not metaphorical or figurative",0
"literal. Literal description of mental processes, not symbolic or figurative.","literal. Literal mental process, no figurative meaning implied",0
"literal. ""What"" is used to introduce a clause, not as a pronoun or question word.","literal. ""what"" is used as a pronoun to refer to the thoughts expressed by everybody",0
"literal. Literal description of the weather, lacking brightness or cheerfulness.","literal. Because it describes the day as a negative event or situation, not a metaphorical concept",0
"literal. Literal description of the weather, no implied comparison or symbolic meaning.","literal. Literal description of a day, not symbolic or figurative",0
literal. No comparison or symbolic meaning is implied in the sentence.,"literal. The sentence describes a literal situation, not a metaphorical one",0
"literal. Incorrect verb form, should be ""Let's go to MacDonalds for our tea.""","literal. Literal action of obtaining something, not a metaphorical expression or abstract concept",0
literal. Possessive pronoun indicating ownership or belonging to a group of people.,"literal. Possessive pronoun indicating ownership or belonging to the speaker, not metaphorical or symbolic",0
"literal. Tea refers to the evening meal in British English, similar to dinner in American English.","literal. Literal meaning, no comparison or symbolism implied, straightforward request for a beverage",0
"literal. Asking for a method or process, not questioning the direction one knows.","literal. The word ""how"" is used non-metaphorically to inquire about the method or process of knowing",0
"literal. ""Do"" is used as an auxiliary verb to ask about the method or way.","literal. ""Do"" is used as an auxiliary verb to form a question in this sentence",0
"literal. Literal question about direction, not about knowledge or certainty.","literal. Literal question asking for information or confirmation, not implying deeper meaning or metaphorical understanding",0
"literal. ""Which"" is used to inquire about a specific direction, not as a metaphorical comparison.","literal. ""Which"" is used to specify a particular way or direction, not metaphorically",0
"literal. Literal direction is being asked about, not a metaphorical path or course of action.","metaphor. The direction of movement or path is not literal, but refers to the perceived direction",0
"literal. ""are"" is used as a question auxiliary verb to indicate a future possibility or likelihood.","literal. ""are"" is used as a linking verb to express a state of being or existence",0
"literal. Informal spoken language, contraction of ""going to"" as in ""going to"" or ""gonna"".","literal. Informal contraction of ""going to"" commonly used in casual speech",0
"literal. ""Get"" is used to mean ""arrive"" or ""gain entry"" in this context.","literal. ""get"" is used to express obtaining or acquiring something, not metaphorically acquiring something",0
"literal. It is used as a contraction of ""do not"" to indicate uncertainty or hesitation.","literal. It is used as a negation of belief or possibility, not as a metaphorical expression",0
"literal. ""Think"" is used to express doubt or uncertainty in a future event.","literal. It is used to express uncertainty or speculation, not as a metaphor for mental processes",0
"literal. ""gon"" is a contraction for ""going to"" in casual speech.","literal. Informal contraction of ""going to"" commonly used in casual speech",0
"literal. ""get"" is used in the sense of achieving or accomplishing something, not metaphorically.","literal. ""get"" is used to express obtaining or acquiring something, not metaphorically acquiring something",0
"literal. Literal statement of past experiences, no figurative meaning implied in the sentence.","literal. Literal statement of lack of knowledge about something, no metaphorical meaning intended or implied",0
literal. It is used to indicate personal experience or knowledge of a specific situation or event.,"literal. Literal statement of lack of knowledge, no figurative meaning or comparison intended",0
metaphor. The speaker is referring to a level of something being at its highest capacity.,"metaphor. ""that"" refers to a specific experience or situation, not a physical object",1
"literal. Literal description of a physical space or container, not a metaphorical statement.","metaphor. Not physically filled, but emotionally or mentally prepared or rich in experiences",0
"metaphor. Time is not a physical entity that can be filled, suggesting a figurative usage.","metaphor. Not physically full, but emotionally or mentally prepared or experienced",1
"literal. Literal question asking for a specific location, not a figurative or abstract concept.",literal. Literal question about parking a vehicle in a specific location,0
"literal. Literal question seeking location for vehicle, no implied comparison or symbolism present.",literal. Literal question about finding a designated space to park in a public area,0
literal. To emphasize continuity or persistence without any additional connotations or hidden meanings.,literal. Emphasizing simplicity or straightforwardness,0
"literal. ""keep"" means to continue moving forward without stopping or changing direction.",literal. Imperative verb for continuing or progressing in a circular motion,0
literal. Literal direction is being given to continue moving in a circular path.,"literal. Literal direction or movement is implied, no metaphorical meaning implied in this context",0
literal. Literal direction or movement around an object or place.,"literal. Literal direction of movement or action, no implied figurative meaning or comparison",0
"literal. Literal description of missing a parking space, no hidden meaning or comparison.","literal. Emphasizing simplicity or inevitability of the missed space, no additional meaning or emphasis implied",0
literal. Literal meaning of not being able to find a parking space.,literal. Literal description of someone who did not see the intended space,0
literal. Referring to a physical place or gap.,"literal. Literal meaning, referring to a physical area or compartment on a ship or aircraft",0
"literal. The sentence is straightforward and literal, without any figurative or symbolic meaning implied.","literal. It is used as a negation of belief or opinion, not as a metaphorical expression",0
"literal. Literal interpretation, indicating uncertainty or lack of confidence in the statement being made.","literal. Literal expression of uncertainty or doubt, not implying a mental process or idea",0
"literal. Refers to a specific action or event that occurred in the past, not metaphorical.","literal. Literal meaning of ""did"" as indicating completion of an action or task",0
"literal. Literal statement about the speaker's belief or opinion, no deeper meaning implied.","literal. Literal statement of belief or opinion, not implying a metaphorical mental process",0
literal. It indicates the existence of a specific object or location.,"literal. Indicating presence or existence of something specific; not a metaphorical use of ""there's""",0
"literal. Referring to a specific object, not metaphorically implying unity or singularity.","literal. Referring to a specific object or location, not a metaphorical concept or idea",0
"literal. Literal location indicated, no figurative meaning or comparison implied in sentence.","literal. Indicating a specific location or direction, no additional meaning or emphasis implied",0
"literal. Literal spatial proximity, not metaphorical distance or separation.","literal. Indicating a physical location or position, not implying an overlord or ruler",0
literal. Specific location indicated. Direct reference to physical proximity. No abstract or figurative interpretation.,"literal. Literal location indicated, no abstract concept implied",0
"literal. Specific reference to a singular item or person, no comparison or figurative language.","literal. Referring to a specific object or person, not as a metaphor or abstract concept",0
"literal. Literal description of visual perception, no symbolic or abstract meaning implied in context.",literal. Literal description of a visual event,0
"literal. Refers to a specific time in the past, indicating a temporal relationship between events.",literal. Describing a specific moment in time,0
literal. Functioning as a temporal adverb indicating the time at which the action occurred.,"literal. ""wa"" is used as a conjunction to indicate a specific time or point in time",0
literal. Refers to physical movement towards a specific location or direction.,literal. Literal description of physical movement or arrival,0
literal. Describing physical location or direction of movement.,literal. Preposition indicating location or direction,0
"literal. It is a contraction of ""do not"" and indicates a negative imperative in the sentence.","literal. It is a contraction of ""do not"" and indicates a negative expectation or prohibition",0
"literal. Literal interpretation, asking about proper use, no metaphorical meaning implied in the sentence.","literal. ""know"" is used literally to indicate uncertainty or lack of knowledge about using the item",0
"literal. It refers to purpose or intention, not fate or destiny.","literal. The word ""meant"" is used non-metaphorically because it indicates a deliberate planning or intention",0
"literal. The sentence is discussing the practical action of using something, not a metaphorical concept.","literal. ""Use"" refers to utilizing or operating the item, not metaphorical or symbolic meaning",0
"literal. ""Are"" is used to ask a question about the action of queuing up.","literal. Questioning identities, not stating existence or possession",0
literal. As a filler word or hesitation marker.,literal. To indicate hesitation or uncertainty in speech,0
"literal. ""Queuing up"" refers to physically lining up in a queue, not a metaphorical action.","literal. Refers to people physically waiting to enter a location, not a metaphorical action",0
"literal. As a discourse marker for emphasis or clarification, not as a metaphor or comparison.","literal. Used as a conjunction to contrast or add information, not metaphorical comparison",0
"literal. The word ""better"" is used to indicate a preferable action or decision.","literal. ""better"" indicates a necessity or obligation to move out this side",0
"literal. Indicates physical movement or action, not abstract concept or idea.","literal. Used to indicate physical movement or action, not abstract or figurative concept",0
"literal. It refers to a physical location or direction, not a metaphorical concept.","literal. Referring to a physical location or position, not a metaphorical division or opposition",0
literal. Expressing uncertainty or personal opinion.,"literal. Indicates uncertainty or hesitation in decision-making, expressing a belief or opinion",0
literal. Clear reference to a specific person or group being addressed.,"literal. Possessive pronoun indicating ownership or association, not metaphorical or symbolic",0
literal. Clarifying a specific aspect or point of discussion without metaphorical implication.,"literal. Referring to a specific group or position, not a physical side or direction",0
"literal. Clear and direct communication, specifying the intended meaning without ambiguity or confusion.","literal. The word ""mean"" is used to clarify or emphasize a point in this sentence",0
"literal. Describing physical movement or action, not abstract or symbolic.","literal. Literal action of physically moving towards a location, no metaphorical meaning intended",0
"literal. Literal spatial movement, no comparison or symbolic meaning implied.","literal. Literal direction of movement or action, not figurative or symbolic",0
literal. Literal description of physical action.,"literal. Literal action of physically moving towards a specific location, no metaphorical meaning intended",0
"literal. Describes mental process, not comparing to something else.","literal. Literal statement of belief, no figurative meaning implied in the sentence",0
"literal. Literal description of a person, not symbolic or figurative language.","literal. Literal description of a person's death, no metaphorical or symbolic meaning intended",0
literal. Describing a specific event or situation with no metaphorical or symbolic meaning attached.,"literal. To indicate a state of being or existence, not a metaphorical comparison",0
"literal. Based on physical observation or lack of response, no metaphorical meaning implied.","literal. Literal statement of someone's death, no metaphorical or figurative meaning implied in the sentence",0
"literal. Refers to physical movement, not metaphorical action or emotion.",literal. Literal action of moving or traveling to a location,0
"literal. It indicates physical movement or location, not a metaphorical concept.",literal. Literal action of physically leaving the current location or staying indoors as desired,0
"literal. Spatially accurate, indicates specific location, no metaphorical meaning or symbolism intended.","literal. Literal location is being referred to, not a metaphorical or abstract concept",0
"literal. ""Perhaps"" indicates uncertainty or possibility, not a metaphorical comparison.",literal. It is used to express uncertainty or possibility in a statement or suggestion,0
"literal. ""sort"" is used to indicate a specific type or kind of character, not metaphorically.","literal. ""Sort"" is used as an adverb to indicate a degree or extent of something",0
"literal. ""of"" is used to indicate possession or association between the character and being dressed up.","literal. The sentence is asking about a specific possibility or situation, not using ""of"" metaphorically",0
"literal. Clear literal description, not implying disguised or exaggerated appearance.",literal. The sentence is describing a literal character's appearance or attire,0
"literal. Describing a specific role or persona, not symbolic or fictitious.","literal. Referring to a person's alter ego or persona, not a fictional representation",0
"literal. ""Are"" is used to ask a question about Christopher's plans, not as a metaphor.","literal. ""are"" is used to form a question about the person's identity, not metaphorically",0
"literal. Used literally to ask if Christopher will join for a meal, not metaphorically for arrival.","literal. The word ""coming"" is used literally to refer to someone's physical presence or arrival",0
"literal. The question is asking for a literal choice between two actions, not a metaphorical statement.","literal. ""are"" is used to form a question about the person's identity, not metaphorically",0
"literal. ""Going"" is used as a literal term for leaving in this context, not metaphorically.","literal. The word ""going"" is used non-metaphorically to indicate future action or intention",0
"literal. Literal action of physically sitting to eat, no metaphorical or symbolic meaning implied.","literal. Literal action of physically sitting down, not metaphorical or symbolic",0
"literal. ""Here"" indicates physical location, not abstract concept.","literal. ""here"" refers to a physical location, not an abstract concept or metaphorical idea",0
"literal. ""Have"" is used in a literal sense to denote consuming food or a meal.","metaphor. ""have"" is used to imply possession or experience, not physical ownership",0
"literal. ""Your"" refers to the possession or ownership of the meal by Christopher in this context.",literal. Possessive pronoun indicating ownership or belonging to the person being addressed,0
"literal. The sentence is a literal question about eating, not a metaphor or figure of speech.","literal. Literal use, refers to a physical meal being prepared for Christopher, not a metaphorical concept",0
literal. It is used as an adverb to emphasize the immediacy of waiting for the cars.,"literal. Time is being emphasized, no figurative meaning implied in the sentence",0
"literal. Literal instruction to pause or delay, no figurative or symbolic meaning intended.","literal. Literal instruction to delay action, no figurative meaning implied in the context",0
literal. It is used to indicate the presence of cars in a specific location or situation.,"literal. Literal location or existence, not a metaphorical concept or abstract idea",0
"literal. Literal description of a large number of cars in the area, no figurative meaning implied.","literal. Literal description of quantity or number of cars present, no figurative meaning implied",0
"literal. Literal meaning, no comparison or symbolic representation of ""car"" in the sentence.","literal. Literal reference to vehicles on the road, no figurative meaning implied",0
"literal. The word ""just"" is used as an adverb to indicate a recent or immediate action.",literal. Indicating recent or immediate action or intention without emphasis or exaggeration,0
"literal. Informal speech, lack of subject-verb agreement, likely meant to say ""I'm just going to go round.""","literal. Indicates future action or movement, no metaphorical meaning implied in this context",0
literal. The sentence structure and context indicate a literal action or movement taking place.,literal. Literal action of physically moving from one location to another,0
"literal. Literal use of ""round"" to describe circular motion or direction.","literal. Literal action of moving around a space, no figurative meaning implied in context",0
literal. 1. Indicates a simple action,literal. It is used to indicate a simple and straightforward action or suggestion,0
literal. Literal instruction to physically move to a specific location.,"literal. Literal instruction, physical action, no figurative meaning or symbolism intended",0
literal. Literal action of physically standing on a path as a direction for someone to follow.,"literal. Literal instruction, physical action, no figurative meaning implied",0
"literal. literal instruction for location and direction, not symbolic or figurative.","literal. Literal directions are being given, indicating a physical location or route",0
"literal. Concrete location is being pointed to, not a metaphorical or abstract concept.","literal. Literal location indicated, no abstract or figurative meaning implied",0
literal. It is used to indicate the presence of another car on the path.,"literal. Literal location is being referred to, not a metaphorical or abstract concept",0
"literal. Direct reference to a physical object, no implied comparison or symbolic meaning.","literal. Literal description of a vehicle, no symbolic or figurative meaning implied",0
literal. It is used to indicate a sequence of events or actions in the sentence.,"literal. ""then"" is used to indicate a sequence of events or actions in the sentence",0
literal. Imperative verb for stopping or pausing. No figurative or symbolic meaning implied.,"literal. Direct instruction, urgency, no figurative language",0
literal. Emphasizing urgency or immediacy in a specific location or moment.,literal. To emphasize the simplicity or immediacy of the action being requested,0
"literal. Indicates a specific location or point in space, not a abstract or metaphorical concept.","literal. Literal location indicated, no abstract or figurative meaning implied in the phrase",0
"literal. Literal direction, movement, or journey; no symbolic or figurative meaning implied.","literal. Directing someone to a specific location or direction, no metaphorical meaning implied",0
"metaphor. ""Go"" is used metaphorically to mean continue or persevere on the chosen path.","literal. Imperative verb, direct command, literal direction, no figurative meaning or symbolism intended",1
literal. Imperative command to remain in a specific location or position.,"literal. Literal instruction to remain in a specific location, no metaphorical meaning implied",0
"literal. Literal location instruction, indicating a specific place for the person to remain stationary.","literal. Literal location is being referenced, indicating a physical position or place",0
literal. To indicate a command or instruction to remain stationary and not change position.,"literal. Imperative command to remain in a specific location, no metaphorical meaning intended",0
literal. Literal instruction to remain still and not change position.,"literal. Literal instruction to remain in a specific location, no metaphorical meaning implied",0
"literal. It is a command to leave, not a metaphor for departing or moving physically away.","literal. Literal direction, indicating movement or travel",0
"literal. Direct command, typical phrasing, no implied metaphorical meaning.","literal. Literal instruction to move or travel, no metaphorical meaning implied in context",0
literal. Direct command to physically lower oneself into a sitting position.,"literal. Literal instruction to physically lower oneself into a seated position, no metaphorical meaning implied",0
"metaphor. ""Come on"" is used to urge or encourage someone, not a physical command to move.","metaphor. The phrase ""Come on"" is an informal expression used to urge or encourage someone",1
"literal. Literal question requesting information, no hidden meanings or comparisons implied.","literal. In this context, ""how"" is used to ask about quantity, not in a metaphorical sense",0
"literal. Concrete request for a specific quantity, not an abstract or figurative concept.","literal. ""many"" is used literally to inquire about quantity, not metaphorically",0
"literal. Practical use, literal object, clear communication.","literal. Literal meaning, referring to actual bags of straw used for drinking, not metaphorical",0
"literal. Asking for a specific quantity, no figurative meaning intended.","literal. ""Do"" is used as an auxiliary verb to form a question in this sentence",0
"literal. Concrete request for specific quantity, no implied deeper meaning or metaphorical usage.","literal. Literal question about quantity, not implying a metaphorical or figurative need",0
"literal. Asking for a specific quantity, not metaphorically inquiring about a deeper meaning or method.","literal. Literal question about quantity, not asking about the method or manner of obtaining straws",0
"literal. ""Many"" is used to inquire about quantity, not as a metaphor or comparison.","literal. Literal question about quantity, not metaphorical or figurative language",0
literal. Literal question about quantity; no implied comparison or symbolic meaning.,"literal. Literal question about quantity, not implying a metaphorical meaning or symbolism",0
"literal. ""Do"" indicates an action or task to be completed, not a metaphorical comparison.","literal. ""Do"" is used as an auxiliary verb to form a question in this sentence",0
"literal. Practical necessity for a specific purpose or task, indicating a requirement for a certain quantity.","literal. Literal question about quantity, not implying a metaphorical or figurative meaning",0
"literal. Negation of knowledge, expressing uncertainty, indicating lack of information or understanding.","literal. It is a negation of knowledge, indicating lack of certainty or knowledge",0
"literal. Literal statement of lack of knowledge, no metaphorical meaning or comparison implied.","literal. It is a statement of lack of knowledge or uncertainty, not a metaphorical comparison",0
"literal. Interrogative form, seeking permission or advice. Context does not suggest metaphorical use.","literal. Future possibility, polite request, conditional statement, seeking permission or advice",0
"literal. Literal request for permission or information, no implied deeper meaning or symbolism.","literal. Literal request for information, not implying a metaphorical meaning or hidden agenda",0
literal. - Indicates a relationship or familial connection between the speaker and the person being asked.,"literal. Relationship term for a parent, not a metaphor for authority or expertise",0
"literal. The word ""how"" is used to inquire about a specific quantity, not metaphorically.","literal. In this context, ""how"" is used to ask for a specific number, not questioning the reason",0
"literal. ""How many"" is used literally to inquire about quantity, not metaphorically.","literal. Literal question about quantity, not metaphorical or figurative language",0
literal. It represents uncertainty or possibility in asking about the quantity needed.,"literal. The word ""might"" is used to express uncertainty or possibility in this context",0
